collisions,steps,timestamp
5.0,70.0,1551182968.324354
5.0,71.0,1551182968.341654
7.0,72.0,1551182968.367379
7.0,73.0,1551182968.376363
7.0,74.0,1551182968.395914
7.0,75.0,1551182968.420418
7.0,76.0,1551182968.427923
8.0,77.0,1551182968.4478788
7.0,78.0,1551182968.464451
8.0,79.0,1551182968.475598
7.0,80.0,1551182968.49597
7.0,81.0,1551182968.5132
8.0,82.0,1551182968.531546
7.0,83.0,1551182968.5386848
11.0,84.0,1551182968.559159
9.0,85.0,1551182968.573646
9.0,86.0,1551182968.5909288
9.0,87.0,1551182968.6059892
8.0,88.0,1551182968.613041
8.0,89.0,1551182968.6283488
7.0,90.0,1551182968.643092
6.0,91.0,1551182968.658481
5.0,92.0,1551182968.677459
6.0,93.0,1551182968.6978009
8.0,94.0,1551182968.717757
8.0,95.0,1551182968.724666
9.0,96.0,1551182968.738784
7.0,97.0,1551182968.74502
10.0,98.0,1551182968.7610838
12.0,99.0,1551182968.778265
8.0,100.0,1551182968.793823
11.0,101.0,1551182968.811114
10.0,102.0,1551182968.82804
10.0,103.0,1551182968.920694
10.0,104.0,1551182968.929711
10.0,105.0,1551182968.943232
10.0,106.0,1551182968.960295
9.0,107.0,1551182968.974657
8.0,108.0,1551182968.989293
10.0,109.0,1551182968.996562
8.0,110.0,1551182969.0118778
8.0,111.0,1551182969.032128
7.0,112.0,1551182969.039953
6.0,113.0,1551182969.054682
7.0,114.0,1551182969.0717618
8.0,115.0,1551182969.090681
11.0,116.0,1551182969.1047559
7.0,117.0,1551182969.121668
8.0,118.0,1551182969.13964
8.0,119.0,1551182969.157098
9.0,120.0,1551182969.173301
6.0,121.0,1551182969.190484
10.0,122.0,1551182969.205316
6.0,123.0,1551182969.212131
6.0,124.0,1551182969.228721
6.0,125.0,1551182969.242007
6.0,126.0,1551182969.2582028
9.0,127.0,1551182969.275552
10.0,128.0,1551182969.291832
7.0,129.0,1551182969.309362
9.0,130.0,1551182969.3244748
9.0,131.0,1551182969.338175
10.0,132.0,1551182969.3564422
7.0,133.0,1551182969.3631098
11.0,134.0,1551182969.382457
7.0,135.0,1551182969.3957582
10.0,136.0,1551182969.412411
10.0,137.0,1551182969.429826
9.0,138.0,1551182969.4437718
8.0,139.0,1551182969.458218
9.0,140.0,1551182969.472041
7.0,141.0,1551182969.490538
10.0,142.0,1551182969.5066838
8.0,143.0,1551182969.526586
9.0,144.0,1551182969.5409448
5.0,145.0,1551182969.557645
8.0,146.0,1551182969.577025
5.0,147.0,1551182969.59088
8.0,148.0,1551182969.6084108
7.0,149.0,1551182969.621397
7.0,150.0,1551182969.6282098
10.0,151.0,1551182969.642123
5.0,152.0,1551182969.6558661
9.0,153.0,1551182969.66518
5.0,154.0,1551182969.6790679
7.0,155.0,1551182969.6948009
8.0,156.0,1551182969.711736
9.0,157.0,1551182969.725423
3.0,158.0,1551182969.739084
6.0,159.0,1551182969.759104
6.0,160.0,1551182969.771945
6.0,161.0,1551182969.7783449
7.0,162.0,1551182969.79274
6.0,163.0,1551182969.808214
7.0,164.0,1551182969.820987
8.0,165.0,1551182969.831362
7.0,166.0,1551182969.846314
6.0,167.0,1551182969.860917
6.0,168.0,1551182969.8766131
7.0,169.0,1551182969.892344
10.0,170.0,1551182969.906202
6.0,171.0,1551182969.923369
6.0,172.0,1551182969.930298
7.0,173.0,1551182969.945699
8.0,174.0,1551182969.959413
9.0,175.0,1551182969.9724422
8.0,176.0,1551182969.978886
9.0,177.0,1551182969.9936051
