mean_decision_time,points,steps,timestamp
0.05730010481441722,1.0,17.0,1551182967.624762
0.05249650854813425,1.0,19.0,1551182967.647964
0.04053094651963976,3.0,27.0,1551182967.746899
0.0388033965538288,2.0,29.0,1551182967.776732
0.03631742298603058,1.0,32.0,1551182967.8132732
0.035737442247795334,1.0,33.0,1551182967.829814
0.035130276399500227,1.0,34.0,1551182967.844841
0.03396838903427124,1.0,36.0,1551182967.873332
0.0333001033679859,1.0,37.0,1551182967.8824131
0.028878759830556017,1.0,47.0,1551182968.007807
0.02865918477376302,1.0,48.0,1551182968.026103
0.028399628035876215,1.0,49.0,1551182968.041966
0.0281355619430542,2.0,50.0,1551182968.058202
0.02699481557916712,1.0,54.0,1551182968.108171
0.026422057832990373,1.0,56.0,1551182968.130631
0.026046567949755437,1.0,58.0,1551182968.161055
0.025661381085713704,1.0,60.0,1551182968.1901581
0.024852875620126724,1.0,64.0,1551182968.240948
0.024722763208242564,1.0,65.0,1551182968.257453
0.024323904692237056,1.0,67.0,1551182968.280617
0.023945883342197962,1.0,70.0,1551182968.326957
0.023418351223594265,2.0,76.0,1551182968.43206
0.023285917746715058,1.0,78.0,1551182968.468351
0.023132475116584873,1.0,79.0,1551182968.477706
0.023025103557257006,1.0,81.0,1551182968.517143
0.022776994360498636,2.0,83.0,1551182968.5425432
0.022652746649349437,1.0,85.0,1551182968.5759842
0.022091527561565023,1.0,91.0,1551182968.6607418
0.022057621375374172,2.0,92.0,1551182968.68189
0.022037934231501754,1.0,93.0,1551182968.7017071
0.021560476750743632,1.0,98.0,1551182968.763536
0.02145655870437622,1.0,100.0,1551182968.796128
0.022062852544691956,1.0,103.0,1551182968.923118
0.021857570466541108,1.0,105.0,1551182968.94555
0.021488529985601253,1.0,110.0,1551182969.015167
0.02129655812693908,1.0,113.0,1551182969.057083
0.021259632026940062,1.0,114.0,1551182969.074095
0.021177337087433915,1.0,116.0,1551182969.106924
0.02114079548762395,1.0,117.0,1551182969.123979
0.021114256422398454,2.0,118.0,1551182969.142862
0.020845019720434173,1.0,123.0,1551182969.214934
0.020750545501708986,1.0,125.0,1551182969.244249
0.020714423013111903,1.0,126.0,1551182969.2605052
0.020653462037444115,1.0,128.0,1551182969.294278
0.020534276962280273,1.0,131.0,1551182969.3404958
0.020412452238842957,1.0,133.0,1551182969.3656
0.020352504871509695,1.0,135.0,1551182969.3983428
0.020325162831474754,1.0,136.0,1551182969.4150772
0.020170443398611886,1.0,140.0,1551182969.474433
0.020130120532613406,2.0,142.0,1551182969.50988
0.020088666015201144,1.0,144.0,1551182969.5433059
0.019655370712280275,2.0,155.0,1551182969.6981928
0.019562529612191116,3.0,158.0,1551182969.743317
0.019346174670428765,1.0,164.0,1551182969.823392
0.01923785238208885,1.0,167.0,1551182969.863437
0.019216744672684444,1.0,168.0,1551182969.8789692
0.019164684239555807,1.0,170.0,1551182969.9084969
0.019081954346146693,1.0,172.0,1551182969.932686
0.018869509857692077,1.0,178.0,1551182970.009343
0.018775407780599856,2.0,181.0,1551182970.05002
0.018779142872317807,2.0,182.0,1551182970.069142
0.018706249154132347,1.0,184.0,1551182970.092938
0.018702183543024838,1.0,185.0,1551182970.110401
0.018469142417112987,1.0,192.0,1551182970.1972742
0.018467043347926954,1.0,193.0,1551182970.215345
0.018453580905229618,1.0,195.0,1551182970.2497332
0.018400043400411074,1.0,197.0,1551182970.275359
0.01840633695775812,1.0,198.0,1551182970.295394
0.01842176135460935,1.0,199.0,1551182970.316448
0.018312682071930084,2.0,203.0,1551182970.3689852
0.018249868770728365,1.0,207.0,1551182970.428294
0.018224952345210793,2.0,211.0,1551182970.497673
0.018192711541819017,2.0,215.0,1551182970.563255
0.018150187413626853,1.0,218.0,1551182970.607363
