dropped,latency,steps,timestamp
1.0,45.0,168.0,1551182969.877866
1.0,44.0,170.0,1551182969.907446
1.0,58.0,172.0,1551182969.931595
1.0,178.0,178.0,1551182970.0082629
1.0,28.0,181.0,1551182970.047912
1.0,31.0,181.0,1551182970.048984
1.0,29.0,182.0,1551182970.067204
1.0,182.0,182.0,1551182970.06818
1.0,52.0,184.0,1551182970.091723
1.0,185.0,185.0,1551182970.109372
1.0,54.0,192.0,1551182970.1958241
1.0,193.0,193.0,1551182970.214092
1.0,70.0,195.0,1551182970.248565
1.0,197.0,197.0,1551182970.2742898
1.0,48.0,198.0,1551182970.294167
1.0,35.0,199.0,1551182970.3154712
1.0,28.0,203.0,1551182970.366864
1.0,27.0,203.0,1551182970.3679712
1.0,60.0,207.0,1551182970.427211
1.0,31.0,211.0,1551182970.495032
1.0,23.0,211.0,1551182970.496483
1.0,53.0,215.0,1551182970.560946
1.0,23.0,215.0,1551182970.5620759
1.0,22.0,218.0,1551182970.606174
1.0,219.0,219.0,1551182970.623515
1.0,32.0,221.0,1551182970.648652
1.0,76.0,221.0,1551182970.6496792
1.0,19.0,223.0,1551182970.673985
1.0,17.0,224.0,1551182970.6905842
1.0,24.0,227.0,1551182970.73004
1.0,228.0,228.0,1551182970.750277
1.0,44.0,233.0,1551182970.827229
1.0,102.0,234.0,1551182970.846302
1.0,41.0,239.0,1551182970.916197
1.0,37.0,241.0,1551182970.946102
1.0,32.0,242.0,1551182970.966337
1.0,43.0,243.0,1551182970.975619
1.0,36.0,246.0,1551182971.028886
1.0,224.0,251.0,1551182971.096215
1.0,54.0,252.0,1551182971.115504
1.0,90.0,254.0,1551182971.1411111
1.0,72.0,256.0,1551182971.178585
1.0,66.0,256.0,1551182971.1796522
1.0,21.0,256.0,1551182971.180959
1.0,87.0,262.0,1551182971.264459
1.0,119.0,263.0,1551182971.284705
1.0,184.0,264.0,1551182971.294037
1.0,34.0,266.0,1551182971.3306031
1.0,24.0,270.0,1551182971.380167
1.0,31.0,271.0,1551182971.400917
1.0,23.0,273.0,1551182971.426493
1.0,25.0,280.0,1551182971.5301409
1.0,28.0,283.0,1551182971.575595
1.0,28.0,284.0,1551182971.591129
1.0,21.0,285.0,1551182971.6072829
1.0,29.0,290.0,1551182971.676686
1.0,28.0,292.0,1551182971.7087328
1.0,28.0,292.0,1551182971.7097979
1.0,17.0,299.0,1551182971.798204
1.0,47.0,299.0,1551182971.7992861
1.0,24.0,300.0,1551182971.8162959
1.0,50.0,300.0,1551182971.817307
1.0,38.0,302.0,1551182971.839307
1.0,41.0,305.0,1551182971.876819
1.0,20.0,307.0,1551182971.908451
1.0,61.0,307.0,1551182971.9096692
1.0,65.0,310.0,1551182971.9463198
1.0,105.0,315.0,1551182972.022146
1.0,72.0,315.0,1551182972.023259
1.0,23.0,317.0,1551182972.057469
1.0,48.0,318.0,1551182972.0731368
1.0,262.0,323.0,1551182972.140952
1.0,24.0,324.0,1551182972.156162
1.0,42.0,332.0,1551182972.261369
1.0,27.0,333.0,1551182972.278412
1.0,68.0,334.0,1551182972.2941172
1.0,47.0,335.0,1551182972.309709
1.0,16.0,336.0,1551182972.326529
1.0,31.0,337.0,1551182972.342697
1.0,65.0,341.0,1551182972.3977878
1.0,27.0,342.0,1551182972.41483
1.0,23.0,345.0,1551182972.456667
1.0,16.0,345.0,1551182972.457786
1.0,46.0,346.0,1551182972.473977
1.0,29.0,348.0,1551182972.498285
1.0,21.0,349.0,1551182972.515077
1.0,20.0,350.0,1551182972.5304031
1.0,33.0,361.0,1551182972.662107
1.0,32.0,362.0,1551182972.6792
1.0,47.0,362.0,1551182972.680348
1.0,32.0,362.0,1551182972.6819892
1.0,23.0,368.0,1551182972.763863
1.0,24.0,376.0,1551182972.864529
1.0,18.0,378.0,1551182972.89603
1.0,31.0,379.0,1551182972.911704
1.0,51.0,381.0,1551182972.940031
1.0,46.0,382.0,1551182972.9580889
1.0,32.0,382.0,1551182972.9592981
1.0,148.0,388.0,1551182973.030355
1.0,31.0,388.0,1551182973.031677
1.0,64.0,389.0,1551182973.04967
1.0,47.0,389.0,1551182973.050886
1.0,25.0,393.0,1551182973.097543
1.0,26.0,395.0,1551182973.1279302
1.0,19.0,395.0,1551182973.12905
1.0,92.0,397.0,1551182973.157807
1.0,103.0,400.0,1551182973.193533
1.0,43.0,400.0,1551182973.1945999
1.0,17.0,401.0,1551182973.211075
1.0,32.0,409.0,1551182973.313737
1.0,20.0,410.0,1551182973.3299499
1.0,26.0,410.0,1551182973.3311439
1.0,36.0,414.0,1551182973.380712
1.0,26.0,418.0,1551182973.440105
1.0,42.0,422.0,1551182973.496783
1.0,73.0,423.0,1551182973.5142221
1.0,130.0,424.0,1551182973.531035
1.0,36.0,432.0,1551182973.6317
1.0,38.0,434.0,1551182973.661237
1.0,219.0,435.0,1551182973.6765199
1.0,27.0,435.0,1551182973.6775858
1.0,26.0,436.0,1551182973.6936278
1.0,29.0,437.0,1551182973.709137
1.0,32.0,438.0,1551182973.7254798
1.0,16.0,439.0,1551182973.742628
1.0,20.0,440.0,1551182973.758235
1.0,27.0,441.0,1551182973.774313
1.0,31.0,445.0,1551182973.8262908
1.0,75.0,450.0,1551182973.891381
1.0,52.0,452.0,1551182973.914855
1.0,56.0,452.0,1551182973.916109
1.0,19.0,459.0,1551182974.010126
1.0,42.0,460.0,1551182974.025852
1.0,84.0,462.0,1551182974.049696
1.0,60.0,468.0,1551182974.131229
1.0,36.0,471.0,1551182974.1753721
1.0,22.0,472.0,1551182974.19079
1.0,24.0,472.0,1551182974.191852
1.0,45.0,472.0,1551182974.192957
1.0,24.0,475.0,1551182974.229022
1.0,29.0,479.0,1551182974.281051
1.0,23.0,479.0,1551182974.282146
1.0,21.0,480.0,1551182974.298799
1.0,23.0,482.0,1551182974.330261
1.0,29.0,485.0,1551182974.373942
1.0,29.0,489.0,1551182974.4254038
1.0,48.0,489.0,1551182974.4264908
1.0,27.0,489.0,1551182974.427497
1.0,21.0,491.0,1551182974.457105
1.0,43.0,493.0,1551182974.480364
1.0,38.0,500.0,1551182974.574167
1.0,93.0,503.0,1551182974.613965
1.0,41.0,505.0,1551182974.6439931
1.0,85.0,505.0,1551182974.645041
1.0,17.0,507.0,1551182974.6754408
1.0,25.0,508.0,1551182974.692755
1.0,29.0,509.0,1551182974.710252
1.0,51.0,510.0,1551182974.726176
1.0,22.0,522.0,1551182974.8730612
1.0,30.0,523.0,1551182974.891994
1.0,35.0,529.0,1551182974.965214
1.0,41.0,533.0,1551182975.0243
1.0,27.0,537.0,1551182975.0797818
1.0,76.0,538.0,1551182975.0958452
1.0,59.0,539.0,1551182975.1118872
1.0,30.0,540.0,1551182975.12901
1.0,24.0,541.0,1551182975.144643
1.0,33.0,545.0,1551182975.195364
1.0,146.0,546.0,1551182975.2117262
1.0,41.0,547.0,1551182975.227241
1.0,26.0,548.0,1551182975.24263
1.0,73.0,548.0,1551182975.2436988
1.0,23.0,551.0,1551182975.281336
1.0,18.0,551.0,1551182975.282557
1.0,24.0,552.0,1551182975.300127
1.0,67.0,555.0,1551182975.341395
1.0,30.0,555.0,1551182975.342517
1.0,47.0,557.0,1551182975.373947
1.0,33.0,561.0,1551182975.4282272
1.0,35.0,563.0,1551182975.459475
1.0,63.0,567.0,1551182975.511769
1.0,59.0,572.0,1551182975.5770009
1.0,23.0,575.0,1551182975.6156852
1.0,48.0,576.0,1551182975.633327
1.0,37.0,577.0,1551182975.648721
1.0,28.0,578.0,1551182975.663991
1.0,89.0,581.0,1551182975.710582
1.0,18.0,582.0,1551182975.7261481
1.0,93.0,583.0,1551182975.743362
1.0,54.0,586.0,1551182975.780169
1.0,167.0,587.0,1551182975.7991302
1.0,39.0,590.0,1551182975.8451
1.0,30.0,591.0,1551182975.8625762
1.0,41.0,593.0,1551182975.893224
1.0,18.0,594.0,1551182975.911238
1.0,164.0,596.0,1551182975.943959
1.0,52.0,602.0,1551182976.024807
1.0,45.0,605.0,1551182976.062098
1.0,50.0,611.0,1551182976.1425438
1.0,41.0,611.0,1551182976.143666
1.0,24.0,612.0,1551182976.160809
1.0,45.0,612.0,1551182976.161843
1.0,46.0,620.0,1551182976.264744
1.0,21.0,621.0,1551182976.281816
1.0,69.0,621.0,1551182976.282957
1.0,30.0,624.0,1551182976.325685
1.0,45.0,625.0,1551182976.341991
1.0,52.0,626.0,1551182976.361801
1.0,29.0,629.0,1551182976.408318
1.0,18.0,629.0,1551182976.409348
1.0,60.0,630.0,1551182976.425369
1.0,24.0,633.0,1551182976.4739468
1.0,20.0,635.0,1551182976.507963
1.0,59.0,635.0,1551182976.509067
1.0,22.0,638.0,1551182976.548311
1.0,27.0,639.0,1551182976.569678
1.0,45.0,639.0,1551182976.5708978
1.0,35.0,647.0,1551182976.662081
1.0,27.0,648.0,1551182976.678584
1.0,82.0,649.0,1551182976.6949382
1.0,29.0,659.0,1551182976.81316
1.0,35.0,659.0,1551182976.8142521
1.0,112.0,661.0,1551182976.8438132
1.0,22.0,662.0,1551182976.859074
1.0,33.0,663.0,1551182976.875511
1.0,64.0,664.0,1551182976.890592
1.0,13.0,671.0,1551182976.98111
1.0,36.0,674.0,1551182977.025323
1.0,21.0,688.0,1551182977.1943848
1.0,25.0,688.0,1551182977.195464
1.0,44.0,688.0,1551182977.1964731
1.0,94.0,688.0,1551182977.197432
1.0,30.0,690.0,1551182977.2280052
1.0,40.0,690.0,1551182977.229058
1.0,43.0,693.0,1551182977.264446
1.0,57.0,697.0,1551182977.313879
1.0,49.0,697.0,1551182977.315119
1.0,38.0,698.0,1551182977.331105
1.0,36.0,699.0,1551182977.3470988
1.0,53.0,701.0,1551182977.376898
1.0,45.0,705.0,1551182977.427027
1.0,31.0,706.0,1551182977.442275
1.0,52.0,708.0,1551182977.464103
1.0,63.0,709.0,1551182977.48088
1.0,21.0,711.0,1551182977.510526
1.0,27.0,713.0,1551182977.5408351
1.0,58.0,714.0,1551182977.558822
1.0,27.0,717.0,1551182977.595532
1.0,22.0,722.0,1551182977.6610298
1.0,18.0,723.0,1551182977.6774452
1.0,23.0,727.0,1551182977.7323542
1.0,24.0,728.0,1551182977.7478242
1.0,35.0,731.0,1551182977.792984
1.0,37.0,733.0,1551182977.817635
1.0,20.0,734.0,1551182977.835118
1.0,39.0,736.0,1551182977.857731
1.0,50.0,743.0,1551182977.944049
1.0,56.0,746.0,1551182977.980608
1.0,156.0,751.0,1551182978.046242
1.0,51.0,751.0,1551182978.047464
1.0,32.0,752.0,1551182978.065375
1.0,38.0,752.0,1551182978.066401
1.0,32.0,752.0,1551182978.0673652
1.0,186.0,753.0,1551182978.084033
1.0,168.0,762.0,1551182978.19586
1.0,39.0,765.0,1551182978.2317429
1.0,41.0,766.0,1551182978.249973
1.0,29.0,767.0,1551182978.2677078
1.0,597.0,767.0,1551182978.2687309
1.0,19.0,771.0,1551182978.31647
1.0,50.0,772.0,1551182978.331863
1.0,602.0,772.0,1551182978.332944
1.0,38.0,774.0,1551182978.361844
1.0,28.0,778.0,1551182978.411655
1.0,30.0,780.0,1551182978.44089
1.0,57.0,783.0,1551182978.480132
1.0,63.0,783.0,1551182978.481154
1.0,59.0,785.0,1551182978.511434
1.0,36.0,786.0,1551182978.527822
1.0,27.0,786.0,1551182978.5288582
1.0,29.0,797.0,1551182978.662064
1.0,44.0,798.0,1551182978.678441
1.0,97.0,799.0,1551182978.69436
1.0,57.0,801.0,1551182978.724333
1.0,37.0,802.0,1551182978.742054
1.0,25.0,805.0,1551182978.7784991
1.0,41.0,806.0,1551182978.794313
1.0,35.0,810.0,1551182978.843947
1.0,140.0,811.0,1551182978.8609269
1.0,29.0,813.0,1551182978.890712
1.0,17.0,816.0,1551182978.92767
1.0,36.0,818.0,1551182978.956547
1.0,35.0,818.0,1551182978.957661
1.0,40.0,819.0,1551182978.9754848
1.0,28.0,820.0,1551182978.990827
1.0,66.0,822.0,1551182979.024035
1.0,63.0,823.0,1551182979.043746
1.0,93.0,831.0,1551182979.145351
1.0,39.0,831.0,1551182979.146382
1.0,33.0,833.0,1551182979.178352
1.0,27.0,837.0,1551182979.233707
1.0,31.0,847.0,1551182979.373247
1.0,36.0,848.0,1551182979.381957
1.0,18.0,850.0,1551182979.41319
1.0,60.0,852.0,1551182979.441888
1.0,33.0,853.0,1551182979.457218
1.0,27.0,855.0,1551182979.481623
1.0,37.0,856.0,1551182979.498519
1.0,60.0,860.0,1551182979.5471401
1.0,61.0,861.0,1551182979.5648499
1.0,17.0,863.0,1551182979.593098
1.0,44.0,864.0,1551182979.608502
1.0,74.0,866.0,1551182979.6323042
1.0,75.0,867.0,1551182979.6478982
1.0,54.0,870.0,1551182979.6916301
1.0,30.0,870.0,1551182979.692846
1.0,95.0,878.0,1551182979.79498
1.0,29.0,879.0,1551182979.811362
1.0,92.0,885.0,1551182979.881536
1.0,29.0,887.0,1551182979.913297
1.0,37.0,887.0,1551182979.914314
1.0,28.0,889.0,1551182979.9442828
1.0,56.0,892.0,1551182979.981139
1.0,18.0,892.0,1551182979.9823518
1.0,24.0,894.0,1551182980.012747
1.0,30.0,897.0,1551182980.048845
1.0,42.0,900.0,1551182980.091197
1.0,45.0,903.0,1551182980.130506
1.0,63.0,904.0,1551182980.147636
1.0,23.0,905.0,1551182980.164761
1.0,26.0,908.0,1551182980.2085912
1.0,21.0,909.0,1551182980.224812
1.0,69.0,909.0,1551182980.2258382
1.0,18.0,911.0,1551182980.248478
1.0,15.0,912.0,1551182980.264199
1.0,85.0,913.0,1551182980.2794151
1.0,49.0,916.0,1551182980.3232052
1.0,21.0,917.0,1551182980.3319292
1.0,38.0,918.0,1551182980.346976
1.0,44.0,919.0,1551182980.3622699
1.0,40.0,920.0,1551182980.3786528
1.0,34.0,934.0,1551182980.5491168
1.0,36.0,936.0,1551182980.580825
1.0,939.0,939.0,1551182980.6153421
1.0,48.0,947.0,1551182980.713505
1.0,29.0,947.0,1551182980.7146611
1.0,24.0,948.0,1551182980.732594
1.0,47.0,949.0,1551182980.747661
1.0,21.0,949.0,1551182980.748693
1.0,40.0,952.0,1551182980.790839
1.0,23.0,953.0,1551182980.807971
1.0,43.0,955.0,1551182980.832221
1.0,39.0,957.0,1551182980.861193
1.0,61.0,961.0,1551182980.913493
1.0,37.0,961.0,1551182980.9148512
1.0,28.0,964.0,1551182980.959784
1.0,26.0,966.0,1551182980.9908328
1.0,49.0,969.0,1551182981.0275898
1.0,106.0,970.0,1551182981.04407
1.0,22.0,972.0,1551182981.074365
1.0,14.0,974.0,1551182981.108354
1.0,64.0,979.0,1551182981.181785
1.0,31.0,981.0,1551182981.213894
1.0,59.0,983.0,1551182981.243486
1.0,23.0,983.0,1551182981.2445078
1.0,36.0,986.0,1551182981.28163
1.0,18.0,987.0,1551182981.297566
1.0,20.0,988.0,1551182981.317256
1.0,46.0,989.0,1551182981.3379729
1.0,46.0,991.0,1551182981.366451
1.0,35.0,992.0,1551182981.387626
1.0,27.0,993.0,1551182981.397645
1.0,14.0,994.0,1551182981.4169521
1.0,39.0,999.0,1551182981.4929678
1.0,30.0,999.0,1551182981.493997
1.0,98.0,1000.0,1551182981.5117671
0.0,1000.0,1000.0,1551182981.513848
0.0,1000.0,1000.0,1551182981.515069
0.0,1000.0,1000.0,1551182981.516313
0.0,1000.0,1000.0,1551182981.51741
0.0,1000.0,1000.0,1551182981.5184672
0.0,1000.0,1000.0,1551182981.519438
0.0,1000.0,1000.0,1551182981.520407
0.0,1000.0,1000.0,1551182981.52142
0.0,1000.0,1000.0,1551182981.5224168
0.0,1000.0,1000.0,1551182981.523408
0.0,1000.0,1000.0,1551182981.5243871
0.0,1000.0,1000.0,1551182981.5255868
0.0,1000.0,1000.0,1551182981.526738
0.0,1000.0,1000.0,1551182981.5278971
0.0,1000.0,1000.0,1551182981.529047
0.0,1000.0,1000.0,1551182981.530154
0.0,1000.0,1000.0,1551182981.531202
0.0,1000.0,1000.0,1551182981.532408
0.0,1000.0,1000.0,1551182981.533661
0.0,1000.0,1000.0,1551182981.534848
0.0,1000.0,1000.0,1551182981.536008
0.0,1000.0,1000.0,1551182981.536984
0.0,1000.0,1000.0,1551182981.5379431
0.0,1000.0,1000.0,1551182981.538903
0.0,1000.0,1000.0,1551182981.539861
0.0,1000.0,1000.0,1551182981.540839
0.0,1000.0,1000.0,1551182981.5417972
0.0,1000.0,1000.0,1551182981.542751
0.0,1000.0,1000.0,1551182981.5437062
0.0,1000.0,1000.0,1551182981.544714
0.0,1000.0,1000.0,1551182981.545675
0.0,1000.0,1000.0,1551182981.546887
0.0,1000.0,1000.0,1551182981.548439
0.0,1000.0,1000.0,1551182981.549671
0.0,1000.0,1000.0,1551182981.550688
0.0,1000.0,1000.0,1551182981.551744
0.0,1000.0,1000.0,1551182981.5527859
0.0,1000.0,1000.0,1551182981.553751
0.0,1000.0,1000.0,1551182981.554718
0.0,1000.0,1000.0,1551182981.555684
0.0,1000.0,1000.0,1551182981.5566568
0.0,1000.0,1000.0,1551182981.55762
0.0,1000.0,1000.0,1551182981.5586681
0.0,1000.0,1000.0,1551182981.559629
0.0,1000.0,1000.0,1551182981.560616
0.0,1000.0,1000.0,1551182981.561578
0.0,1000.0,1000.0,1551182981.562541
0.0,1000.0,1000.0,1551182981.563636
0.0,1000.0,1000.0,1551182981.564977
0.0,1000.0,1000.0,1551182981.5690298
0.0,1000.0,1000.0,1551182981.570517
0.0,1000.0,1000.0,1551182981.5716019
0.0,1000.0,1000.0,1551182981.57259
0.0,1000.0,1000.0,1551182981.573571
0.0,976.0,1000.0,1551182981.574544
0.0,969.0,1000.0,1551182981.575517
0.0,958.0,1000.0,1551182981.576483
0.0,958.0,1000.0,1551182981.5774431
0.0,954.0,1000.0,1551182981.5784059
0.0,953.0,1000.0,1551182981.579367
0.0,944.0,1000.0,1551182981.580491
0.0,924.0,1000.0,1551182981.58181
0.0,924.0,1000.0,1551182981.583012
0.0,923.0,1000.0,1551182981.584171
0.0,923.0,1000.0,1551182981.585222
0.0,918.0,1000.0,1551182981.58621
0.0,909.0,1000.0,1551182981.587179
0.0,822.0,1000.0,1551182981.5881448
0.0,811.0,1000.0,1551182981.5891142
0.0,792.0,1000.0,1551182981.5900888
0.0,769.0,1000.0,1551182981.5910778
0.0,265.0,1000.0,1551182981.592046
0.0,252.0,1000.0,1551182981.593011
0.0,244.0,1000.0,1551182981.593976
0.0,235.0,1000.0,1551182981.594962
0.0,80.0,1000.0,1551182981.595994
0.0,28.0,1000.0,1551182981.597
0.0,24.0,1000.0,1551182981.5982091
0.0,16.0,1000.0,1551182981.5995882
0.0,16.0,1000.0,1551182981.600823
0.0,16.0,1000.0,1551182981.601867
0.0,12.0,1000.0,1551182981.6028259
0.0,10.0,1000.0,1551182981.603811
0.0,10.0,1000.0,1551182981.604773
0.0,10.0,1000.0,1551182981.605736
0.0,10.0,1000.0,1551182981.606696
